policy_id,collection_date,insurer,premium_amount,payment_mode,policy_duration,policy_type,customer_age,region,renewal_status,collection_month,premium_outlier_flag,duration_bucket,renewal_flag
POL0005021,2021-05-01,LIC,150459200,Quarterly,5,Endowment,42,East,Renewed,2021-05,0,5-10 Years,1
POL0020620,2021-05-01,LIC,168347100,Quarterly,10,ULIP,46,South,Renewed,2021-05,0,5-10 Years,1
POL0002419,2021-05-01,Bajaj Allianz,187816800,Monthly,20,Endowment,61,West,Renewed,2021-05,0,16-20 Years,1
POL0019978,2021-05-01,LIC,128823700,Monthly,5,Term Life,42,North,Renewed,2021-05,0,5-10 Years,1
POL0023413,2021-05-01,LIC,113871300,Annual,10,Term Life,48,Central,Renewed,2021-05,0,5-10 Years,1
POL0015619,2021-05-01,LIC,78967500,Monthly,20,Term Life,35,West,Renewed,2021-05,0,16-20 Years,1
POL0008237,2021-05-01,LIC,100869100,Quarterly,5,Term Life,51,West,Renewed,2021-05,0,5-10 Years,1
POL0015839,2021-05-01,LIC,211328200,Monthly,20,Endowment,51,East,Renewed,2021-05,0,16-20 Years,1
POL0011220,2021-05-01,Max Life,154423000,Annual,15,Term Life,48,West,Renewed,2021-05,0,11-15 Years,1
POL0015077,2021-05-01,LIC,138114500,Monthly,20,Money Back,39,North,Renewed,2021-05,0,16-20 Years,1
POL0010439,2021-05-01,SBI Life,151454900,Annual,25,Term Life,51,East,Renewed,2021-05,0,21-25 Years,1
POL0007959,2021-05-01,SBI Life,240413900,Annual,10,ULIP,60,West,Renewed,2021-05,0,5-10 Years,1
POL0018935,2021-05-01,Aditya Birla Sun Life,152080900,Monthly,10,Money Back,46,Central,Renewed,2021-05,0,5-10 Years,1
POL0001657,2021-05-01,SBI Life,173851100,Annual,20,Endowment,44,West,Renewed,2021-05,0,16-20 Years,1
POL0024290,2021-05-01,HDFC Life,208923900,Monthly,20,Whole Life,55,East,Renewed,2021-05,0,16-20 Years,1
POL0023978,2021-05-01,LIC,214799700,Annual,10,Money Back,46,West,Renewed,2021-05,0,5-10 Years,1
POL0003753,2021-05-01,ICICI Prudential,242959500,Annual,25,Endowment,46,West,Renewed,2021-05,0,21-25 Years,1
POL0005375,2021-05-01,SBI Life,169269800,Quarterly,25,Whole Life,22,West,Renewed,2021-05,0,21-25 Years,1
POL0014089,2021-05-01,SBI Life,152687100,Annual,10,Whole Life,39,South,Renewed,2021-05,0,5-10 Years,1
POL0009782,2021-05-01,LIC,230119200,Annual,10,Whole Life,30,Central,Renewed,2021-05,0,5-10 Years,1
POL0019892,2021-05-01,LIC,205051900,Annual,10,Endowment,33,South,Renewed,2021-05,0,5-10 Years,1
POL0018145,2021-05-01,LIC,224244900,Monthly,20,Endowment,54,East,Renewed,2021-05,0,16-20 Years,1
POL0011876,2021-05-01,Tata AIA,154557300,Monthly,10,Endowment,43,Northeast,Renewed,2021-05,0,5-10 Years,1
POL0016450,2021-05-01,LIC,100342200,Monthly,20,Term Life,47,South,Renewed,2021-05,0,16-20 Years,1
POL0017427,2021-05-01,Aditya Birla Sun Life,111555000,Quarterly,10,Whole Life,20,Central,Renewed,2021-05,0,5-10 Years,1
POL0013488,2021-05-01,LIC,154930700,Annual,15,Term Life,31,West,Renewed,2021-05,0,11-15 Years,1
POL0013483,2021-05-01,HDFC Life,205934800,Monthly,20,Whole Life,39,West,Renewed,2021-05,0,16-20 Years,1
POL0002831,2021-05-01,LIC,101364100,Annual,5,Money Back,25,East,Renewed,2021-05,0,5-10 Years,1
POL0008640,2021-05-01,Aditya Birla Sun Life,85796400,Annual,5,Term Life,37,East,Renewed,2021-05,0,5-10 Years,1
POL0010518,2021-05-01,Aditya Birla Sun Life,236942100,Monthly,20,ULIP,40,North,Renewed,2021-05,0,16-20 Years,1
POL0007781,2021-05-01,LIC,201674200,Monthly,15,Endowment,53,West,Renewed,2021-05,0,11-15 Years,1
POL0022564,2021-05-01,LIC,164936100,Annual,25,ULIP,32,East,Renewed,2021-05,0,21-25 Years,1
POL0016697,2021-05-01,ICICI Prudential,103019500,Quarterly,15,Term Life,58,East,Renewed,2021-05,0,11-15 Years,1
POL0018061,2021-05-01,LIC,107217500,Monthly,20,Money Back,29,East,Renewed,2021-05,0,16-20 Years,1
POL0009033,2021-05-01,LIC,353542100,Annual,20,Whole Life,62,West,Renewed,2021-05,1,16-20 Years,1
POL0012353,2021-05-01,LIC,226694400,Annual,15,ULIP,50,Central,Renewed,2021-05,0,11-15 Years,1
POL0011398,2021-05-01,ICICI Prudential,102579300,Quarterly,5,Endowment,28,South,Renewed,2021-05,0,5-10 Years,1
POL0021127,2021-05-01,LIC,119495200,Monthly,10,Term Life,40,East,Renewed,2021-05,0,5-10 Years,1
POL0010308,2021-05-01,Tata AIA,167696000,Annual,15,Money Back,52,North,Lapsed,2021-05,0,11-15 Years,0
POL0020865,2021-05-01,LIC,202025000,Monthly,25,Money Back,61,West,Renewed,2021-05,0,21-25 Years,1
POL0021720,2021-05-01,SBI Life,287168100,Annual,25,Whole Life,56,West,Renewed,2021-05,0,21-25 Years,1
POL0018357,2021-05-01,LIC,185857000,Half-yearly,10,ULIP,42,North,Renewed,2021-05,0,5-10 Years,1
POL0004219,2021-05-02,SBI Life,167172100,Monthly,15,ULIP,46,Central,Lapsed,2021-05,0,11-15 Years,0
POL0023823,2021-05-02,HDFC Life,198127100,Monthly,15,ULIP,47,West,Renewed,2021-05,0,11-15 Years,1
POL0021004,2021-05-02,LIC,81842300,Monthly,5,Money Back,40,South,Lapsed,2021-05,0,5-10 Years,0
POL0006676,2021-05-02,Tata AIA,188078000,Annual,10,Money Back,37,North,Renewed,2021-05,0,5-10 Years,1
POL0019197,2021-05-02,LIC,163013700,Monthly,15,Endowment,42,North,Lapsed,2021-05,0,11-15 Years,0
POL0004524,2021-05-02,LIC,101398700,Monthly,15,Money Back,18,East,Renewed,2021-05,0,11-15 Years,1
POL0011352,2021-05-02,LIC,119128200,Annual,15,Whole Life,22,West,Renewed,2021-05,0,11-15 Years,1
POL0014022,2021-05-02,LIC,155084600,Monthly,15,Endowment,49,East,Renewed,2021-05,0,11-15 Years,1
POL0004163,2021-05-02,LIC,173460900,Monthly,20,ULIP,32,Northeast,Renewed,2021-05,0,16-20 Years,1
POL0002618,2021-05-02,LIC,232023900,Monthly,10,ULIP,56,Central,Renewed,2021-05,0,5-10 Years,1
POL0024233,2021-05-02,Aditya Birla Sun Life,199732200,Monthly,20,Endowment,44,West,Renewed,2021-05,0,16-20 Years,1
POL0010443,2021-05-02,LIC,127577300,Monthly,20,Endowment,30,Central,Renewed,2021-05,0,16-20 Years,1
POL0005054,2021-05-02,LIC,118466200,Monthly,20,Money Back,44,South,Lapsed,2021-05,0,16-20 Years,0
POL0020522,2021-05-02,Tata AIA,171800900,Annual,15,Money Back,45,North,Renewed,2021-05,0,11-15 Years,1
POL0016615,2021-05-02,SBI Life,139098400,Monthly,20,Endowment,43,West,Renewed,2021-05,0,16-20 Years,1
POL0016343,2021-05-02,HDFC Life,185634000,Quarterly,15,Endowment,40,North,Renewed,2021-05,0,11-15 Years,1
POL0016426,2021-05-02,ICICI Prudential,131386200,Monthly,20,Money Back,32,North,Renewed,2021-05,0,16-20 Years,1
POL0015060,2021-05-02,LIC,130617200,Monthly,10,Endowment,35,North,Lapsed,2021-05,0,5-10 Years,0
POL0009682,2021-05-02,LIC,82956400,Quarterly,10,ULIP,60,West,Renewed,2021-05,0,5-10 Years,1
POL0016360,2021-05-02,LIC,137880700,Quarterly,20,Term Life,38,West,Renewed,2021-05,0,16-20 Years,1
POL0001801,2021-05-02,Tata AIA,165614600,Monthly,15,Money Back,50,West,Renewed,2021-05,0,11-15 Years,1
POL0016936,2021-05-02,LIC,173420900,Quarterly,25,Money Back,44,West,Renewed,2021-05,0,21-25 Years,1
POL0011444,2021-05-02,Max Life,156805000,Monthly,20,Money Back,38,West,Renewed,2021-05,0,16-20 Years,1
POL0015107,2021-05-02,LIC,138762300,Monthly,5,Endowment,40,West,Renewed,2021-05,0,5-10 Years,1
POL0007193,2021-05-02,Max Life,199587900,Half-yearly,20,Whole Life,35,West,Renewed,2021-05,0,16-20 Years,1
POL0013435,2021-05-02,LIC,166059900,Monthly,15,Money Back,34,West,Lapsed,2021-05,0,11-15 Years,0
POL0022879,2021-05-02,ICICI Prudential,109673700,Monthly,15,Term Life,47,North,Renewed,2021-05,0,11-15 Years,1
POL0022942,2021-05-02,LIC,141611500,Monthly,15,ULIP,28,North,Renewed,2021-05,0,11-15 Years,1
POL0020544,2021-05-02,SBI Life,148691400,Annual,20,Money Back,59,South,Renewed,2021-05,0,16-20 Years,1
POL0021260,2021-05-02,LIC,140751700,Monthly,15,ULIP,45,South,Renewed,2021-05,0,11-15 Years,1
POL0019691,2021-05-02,LIC,61740500,Monthly,5,Money Back,33,South,Lapsed,2021-05,0,5-10 Years,0
POL0003650,2021-05-02,Max Life,140640200,Quarterly,10,Term Life,51,West,Renewed,2021-05,0,5-10 Years,1
POL0012008,2021-05-02,Tata AIA,147359400,Monthly,15,Term Life,52,East,Renewed,2021-05,0,11-15 Years,1
POL0002932,2021-05-02,LIC,108458800,Quarterly,15,Whole Life,31,North,Renewed,2021-05,0,11-15 Years,1
POL0006043,2021-05-02,LIC,129286500,Annual,10,Term Life,46,South,Renewed,2021-05,0,5-10 Years,1
POL0022817,2021-05-02,SBI Life,112593300,Monthly,15,Money Back,20,Central,Renewed,2021-05,0,11-15 Years,1
POL0017187,2021-05-02,SBI Life,114898500,Quarterly,15,Money Back,26,North,Renewed,2021-05,0,11-15 Years,1
POL0023281,2021-05-02,LIC,152398500,Monthly,15,Endowment,35,North,Renewed,2021-05,0,11-15 Years,1
POL0016117,2021-05-02,LIC,115065200,Quarterly,15,Term Life,28,North,Renewed,2021-05,0,11-15 Years,1
POL0021555,2021-05-02,LIC,174863400,Monthly,20,Endowment,45,West,Renewed,2021-05,0,16-20 Years,1
POL0012673,2021-05-02,LIC,99259200,Quarterly,5,Endowment,49,North,Lapsed,2021-05,0,5-10 Years,0
POL0006848,2021-05-02,LIC,122848800,Half-yearly,10,Money Back,44,West,Renewed,2021-05,0,5-10 Years,1
POL0020634,2021-05-02,Max Life,292695000,Annual,20,Whole Life,47,South,Renewed,2021-05,0,16-20 Years,1
POL0024344,2021-05-02,LIC,220050900,Quarterly,20,Whole Life,50,West,Renewed,2021-05,0,16-20 Years,1
POL0016939,2021-05-02,LIC,148953700,Annual,10,Money Back,29,South,Renewed,2021-05,0,5-10 Years,1
POL0018563,2021-05-02,LIC,202799600,Half-yearly,20,Whole Life,54,North,Renewed,2021-05,0,16-20 Years,1
POL0013950,2021-05-02,Bajaj Allianz,146219900,Monthly,10,Money Back,45,South,Renewed,2021-05,0,5-10 Years,1
POL0018086,2021-05-02,LIC,115391100,Monthly,15,Endowment,29,South,Renewed,2021-05,0,11-15 Years,1
POL0012609,2021-05-02,LIC,143499900,Quarterly,15,Whole Life,55,Northeast,Renewed,2021-05,0,11-15 Years,1
POL0007279,2021-05-02,LIC,85668900,Quarterly,20,Term Life,31,East,Renewed,2021-05,0,16-20 Years,1
POL0018948,2021-05-02,LIC,337810400,Annual,25,Endowment,49,Northeast,Renewed,2021-05,1,21-25 Years,1
POL0019207,2021-05-02,LIC,132313700,Half-yearly,15,Whole Life,29,North,Renewed,2021-05,0,11-15 Years,1
POL0006878,2021-05-02,LIC,168539600,Monthly,10,Whole Life,52,North,Renewed,2021-05,0,5-10 Years,1
POL0018692,2021-05-02,LIC,180237400,Monthly,15,Endowment,40,Central,Renewed,2021-05,0,11-15 Years,1
POL0010757,2021-05-02,LIC,172906200,Annual,10,Endowment,47,South,Renewed,2021-05,0,5-10 Years,1
POL0024903,2021-05-02,Bajaj Allianz,168593700,Annual,15,Endowment,32,North,Renewed,2021-05,0,11-15 Years,1
POL0001221,2021-05-02,LIC,209212800,Half-yearly,10,Whole Life,51,West,Renewed,2021-05,0,5-10 Years,1
POL0008156,2021-05-02,LIC,84696300,Quarterly,15,Term Life,31,Central,Renewed,2021-05,0,11-15 Years,1
POL0015596,2021-05-02,LIC,187569200,Monthly,15,Whole Life,43,West,Renewed,2021-05,0,11-15 Years,1
POL0019776,2021-05-02,LIC,114844100,Half-yearly,10,Term Life,46,North,Renewed,2021-05,0,5-10 Years,1
POL0008210,2021-05-02,LIC,84377300,Monthly,20,Money Back,52,Northeast,Lapsed,2021-05,0,16-20 Years,0
POL0002998,2021-05-02,LIC,171251300,Quarterly,15,Endowment,66,North,Renewed,2021-05,0,11-15 Years,1
POL0005111,2021-05-02,Tata AIA,208984900,Monthly,15,ULIP,46,East,Renewed,2021-05,0,11-15 Years,1
POL0014115,2021-05-02,LIC,182265400,Annual,20,Money Back,40,East,Renewed,2021-05,0,16-20 Years,1
POL0009625,2021-05-03,LIC,142860300,Quarterly,10,Endowment,29,South,Renewed,2021-05,0,5-10 Years,1
POL0021430,2021-05-03,LIC,111096000,Monthly,25,Endowment,27,South,Renewed,2021-05,0,21-25 Years,1
POL0021885,2021-05-03,LIC,189074400,Annual,20,Money Back,45,Central,Renewed,2021-05,0,16-20 Years,1
POL0000306,2021-05-03,Bajaj Allianz,136760800,Monthly,25,Endowment,36,West,Renewed,2021-05,0,21-25 Years,1
POL0024916,2021-05-03,LIC,143228700,Monthly,15,Endowment,40,Central,Renewed,2021-05,0,11-15 Years,1
POL0000508,2021-05-03,LIC,78584100,Quarterly,15,Term Life,41,East,Lapsed,2021-05,0,11-15 Years,0
POL0007348,2021-05-03,ICICI Prudential,215369800,Quarterly,10,Whole Life,48,North,Renewed,2021-05,0,5-10 Years,1
POL0017077,2021-05-03,LIC,100064800,Quarterly,5,Term Life,40,North,Renewed,2021-05,0,5-10 Years,1
POL0001717,2021-05-03,LIC,108453900,Monthly,20,Term Life,31,South,Renewed,2021-05,0,16-20 Years,1
POL0006090,2021-05-03,Max Life,87999700,Monthly,25,Money Back,22,Northeast,Renewed,2021-05,0,21-25 Years,1
POL0009019,2021-05-03,LIC,124806300,Monthly,10,Endowment,31,East,Lapsed,2021-05,0,5-10 Years,0
POL0021515,2021-05-03,LIC,133966000,Monthly,20,Money Back,36,South,Renewed,2021-05,0,16-20 Years,1
POL0015536,2021-05-03,LIC,179921300,Annual,15,ULIP,53,West,Renewed,2021-05,0,11-15 Years,1
POL0017391,2021-05-03,LIC,219406700,Monthly,15,Whole Life,45,East,Renewed,2021-05,0,11-15 Years,1
POL0015771,2021-05-03,LIC,124968200,Monthly,25,Endowment,53,Central,Renewed,2021-05,0,21-25 Years,1
POL0022685,2021-05-03,Max Life,142008400,Half-yearly,10,Money Back,36,West,Renewed,2021-05,0,5-10 Years,1
POL0014710,2021-05-03,LIC,112419300,Quarterly,15,Endowment,33,South,Renewed,2021-05,0,11-15 Years,1
POL0018606,2021-05-03,HDFC Life,153208600,Monthly,10,Money Back,56,West,Renewed,2021-05,0,5-10 Years,1
POL0009554,2021-05-03,HDFC Life,89737700,Quarterly,15,Term Life,32,South,Renewed,2021-05,0,11-15 Years,1
POL0018540,2021-05-03,LIC,107341200,Quarterly,5,Term Life,59,Northeast,Renewed,2021-05,0,5-10 Years,1
POL0024975,2021-05-03,LIC,217155900,Quarterly,15,Whole Life,40,North,Lapsed,2021-05,0,11-15 Years,0
POL0017971,2021-05-03,HDFC Life,166982300,Monthly,15,Whole Life,44,Northeast,Renewed,2021-05,0,11-15 Years,1
POL0000115,2021-05-03,Max Life,102389700,Quarterly,15,Term Life,25,West,Renewed,2021-05,0,11-15 Years,1
POL0003835,2021-05-03,LIC,77871500,Annual,15,Endowment,28,South,Renewed,2021-05,0,11-15 Years,1
POL0011432,2021-05-03,LIC,137222200,Monthly,5,Endowment,37,North,Renewed,2021-05,0,5-10 Years,1
POL0010842,2021-05-03,Aditya Birla Sun Life,229741200,Annual,20,Whole Life,43,South,Lapsed,2021-05,0,16-20 Years,0
POL0010810,2021-05-03,LIC,150003200,Annual,20,Whole Life,29,South,Renewed,2021-05,0,16-20 Years,1
POL0019936,2021-05-03,Tata AIA,138142700,Monthly,15,Endowment,40,North,Renewed,2021-05,0,11-15 Years,1
POL0013145,2021-05-03,LIC,173741000,Annual,15,Endowment,36,Central,Renewed,2021-05,0,11-15 Years,1
POL0010766,2021-05-03,Max Life,124889700,Annual,5,Term Life,59,South,Renewed,2021-05,0,5-10 Years,1
POL0012410,2021-05-03,SBI Life,257601500,Annual,20,Money Back,40,West,Renewed,2021-05,0,16-20 Years,1
POL0020074,2021-05-03,LIC,98811800,Monthly,15,Endowment,44,Central,Lapsed,2021-05,0,11-15 Years,0
POL0019701,2021-05-03,LIC,144190100,Annual,20,ULIP,28,South,Renewed,2021-05,0,16-20 Years,1
POL0011090,2021-05-03,LIC,213028500,Monthly,10,Whole Life,56,Central,Renewed,2021-05,0,5-10 Years,1
POL0010790,2021-05-03,LIC,60006400,Quarterly,15,ULIP,26,Central,Renewed,2021-05,0,11-15 Years,1
POL0012560,2021-05-03,Max Life,94822200,Monthly,10,Term Life,32,East,Renewed,2021-05,0,5-10 Years,1
POL0009856,2021-05-03,SBI Life,153738400,Annual,15,Endowment,25,East,Renewed,2021-05,0,11-15 Years,1
POL0022975,2021-05-03,LIC,301732300,Half-yearly,25,ULIP,62,South,Renewed,2021-05,0,21-25 Years,1
POL0019949,2021-05-03,LIC,261501100,Annual,15,Endowment,58,North,Renewed,2021-05,0,11-15 Years,1
POL0022943,2021-05-03,Max Life,169414100,Annual,15,Money Back,36,West,Renewed,2021-05,0,11-15 Years,1
POL0009913,2021-05-03,SBI Life,275545100,Annual,20,Whole Life,53,South,Renewed,2021-05,0,16-20 Years,1
POL0004277,2021-05-03,LIC,109562800,Annual,15,Endowment,21,South,Renewed,2021-05,0,11-15 Years,1
POL0023285,2021-05-03,LIC,120359700,Monthly,10,Term Life,37,West,Renewed,2021-05,0,5-10 Years,1
POL0021962,2021-05-03,LIC,229705000,Quarterly,15,ULIP,56,West,Renewed,2021-05,0,11-15 Years,1
POL0020168,2021-05-03,LIC,210758900,Monthly,20,ULIP,39,West,Renewed,2021-05,0,16-20 Years,1
POL0008591,2021-05-04,LIC,230138300,Monthly,15,Whole Life,61,East,Lapsed,2021-05,0,11-15 Years,0
POL0012153,2021-05-04,LIC,238558900,Monthly,10,Endowment,55,North,Lapsed,2021-05,0,5-10 Years,0
POL0018470,2021-05-04,LIC,193126000,Annual,15,Endowment,34,East,Renewed,2021-05,0,11-15 Years,1
POL0018050,2021-05-04,HDFC Life,124172500,Half-yearly,10,Money Back,18,North,Renewed,2021-05,0,5-10 Years,1
POL0017715,2021-05-04,Bajaj Allianz,186443500,Half-yearly,15,ULIP,40,Northeast,Renewed,2021-05,0,11-15 Years,1
POL0016328,2021-05-04,LIC,145219700,Annual,20,ULIP,30,East,Renewed,2021-05,0,16-20 Years,1
POL0021932,2021-05-04,Bajaj Allianz,163422900,Annual,10,Endowment,51,Central,Renewed,2021-05,0,5-10 Years,1
POL0021281,2021-05-04,LIC,166492300,Monthly,15,Money Back,71,West,Renewed,2021-05,0,11-15 Years,1
POL0004022,2021-05-04,LIC,146533700,Annual,5,ULIP,29,East,Renewed,2021-05,0,5-10 Years,1
POL0024257,2021-05-04,LIC,90942700,Half-yearly,15,Endowment,35,East,Lapsed,2021-05,0,11-15 Years,0
POL0012835,2021-05-04,Max Life,99367100,Monthly,20,Term Life,45,East,Renewed,2021-05,0,16-20 Years,1
POL0012900,2021-05-04,LIC,173449100,Quarterly,25,Money Back,40,Northeast,Renewed,2021-05,0,21-25 Years,1
POL0007104,2021-05-04,LIC,191387500,Annual,25,Whole Life,54,South,Renewed,2021-05,0,21-25 Years,1
POL0006840,2021-05-04,LIC,120036900,Monthly,20,Term Life,54,Northeast,Lapsed,2021-05,0,16-20 Years,0
POL0009235,2021-05-04,HDFC Life,59978100,Monthly,10,Term Life,18,East,Renewed,2021-05,0,5-10 Years,1
POL0015895,2021-05-04,LIC,108850500,Monthly,5,Money Back,34,West,Renewed,2021-05,0,5-10 Years,1
POL0023275,2021-05-04,LIC,164043200,Annual,10,Term Life,57,South,Renewed,2021-05,0,5-10 Years,1
POL0008930,2021-05-04,LIC,104622200,Monthly,25,Term Life,37,South,Renewed,2021-05,0,21-25 Years,1
POL0018650,2021-05-04,Aditya Birla Sun Life,96088400,Monthly,5,Endowment,34,North,Renewed,2021-05,0,5-10 Years,1
POL0000762,2021-05-04,LIC,213773700,Annual,25,Money Back,48,West,Renewed,2021-05,0,21-25 Years,1
POL0015777,2021-05-04,Bajaj Allianz,116088200,Quarterly,20,Term Life,24,East,Renewed,2021-05,0,16-20 Years,1
POL0024381,2021-05-04,LIC,151943200,Monthly,15,Endowment,48,Central,Renewed,2021-05,0,11-15 Years,1
POL0011694,2021-05-04,LIC,133378600,Quarterly,15,Endowment,24,North,Renewed,2021-05,0,11-15 Years,1
POL0000928,2021-05-04,LIC,144134100,Monthly,5,Money Back,56,Central,Renewed,2021-05,0,5-10 Years,1
POL0014080,2021-05-04,LIC,116382600,Quarterly,15,Money Back,43,East,Renewed,2021-05,0,11-15 Years,1
POL0001344,2021-05-04,LIC,249877100,Annual,20,ULIP,50,Northeast,Renewed,2021-05,0,16-20 Years,1
POL0003046,2021-05-04,LIC,269739400,Monthly,20,ULIP,54,Central,Renewed,2021-05,0,16-20 Years,1
POL0014179,2021-05-04,ICICI Prudential,149626200,Annual,5,Endowment,44,North,Lapsed,2021-05,0,5-10 Years,0
POL0024967,2021-05-04,ICICI Prudential,132066400,Monthly,15,ULIP,36,North,Renewed,2021-05,0,11-15 Years,1
POL0022434,2021-05-04,LIC,144339000,Monthly,15,Whole Life,25,South,Renewed,2021-05,0,11-15 Years,1
POL0006606,2021-05-04,Bajaj Allianz,105145100,Quarterly,15,Term Life,39,North,Renewed,2021-05,0,11-15 Years,1
POL0006507,2021-05-04,Max Life,114828700,Monthly,10,Endowment,45,South,Renewed,2021-05,0,5-10 Years,1
POL0011673,2021-05-04,Tata AIA,122553500,Quarterly,10,Term Life,57,North,Lapsed,2021-05,0,5-10 Years,0
POL0012549,2021-05-04,Aditya Birla Sun Life,145131700,Monthly,20,Endowment,34,South,Renewed,2021-05,0,16-20 Years,1
POL0023871,2021-05-04,Tata AIA,243061500,Annual,10,ULIP,55,West,Renewed,2021-05,0,5-10 Years,1
POL0000815,2021-05-04,Max Life,125117000,Monthly,5,Whole Life,19,North,Renewed,2021-05,0,5-10 Years,1
POL0005647,2021-05-04,LIC,189801200,Annual,15,Money Back,35,Central,Renewed,2021-05,0,11-15 Years,1
POL0012278,2021-05-04,LIC,117466700,Quarterly,15,Money Back,28,South,Renewed,2021-05,0,11-15 Years,1
POL0016156,2021-05-04,LIC,92584300,Monthly,20,Money Back,36,West,Renewed,2021-05,0,16-20 Years,1
POL0018099,2021-05-04,LIC,120460600,Monthly,10,Term Life,72,Central,Lapsed,2021-05,0,5-10 Years,0
POL0019797,2021-05-04,HDFC Life,203271200,Monthly,10,Endowment,45,East,Renewed,2021-05,0,5-10 Years,1
POL0021280,2021-05-04,LIC,186973400,Annual,5,Endowment,40,Central,Renewed,2021-05,0,5-10 Years,1
POL0011598,2021-05-04,HDFC Life,126011000,Annual,20,Money Back,38,West,Renewed,2021-05,0,16-20 Years,1
POL0018542,2021-05-04,Bajaj Allianz,156825900,Monthly,20,Term Life,48,West,Lapsed,2021-05,0,16-20 Years,0
POL0016807,2021-05-04,LIC,86844600,Monthly,10,Term Life,24,South,Renewed,2021-05,0,5-10 Years,1
POL0013094,2021-05-04,Tata AIA,157305700,Half-yearly,10,Endowment,43,West,Renewed,2021-05,0,5-10 Years,1
POL0023807,2021-05-04,SBI Life,106226800,Half-yearly,20,Term Life,45,West,Renewed,2021-05,0,16-20 Years,1
POL0002502,2021-05-04,SBI Life,259142200,Annual,20,ULIP,50,East,Renewed,2021-05,0,16-20 Years,1
POL0000855,2021-05-04,LIC,79431700,Monthly,15,Term Life,18,Central,Renewed,2021-05,0,11-15 Years,1
POL0023957,2021-05-04,SBI Life,57386100,Quarterly,5,Endowment,40,North,Renewed,2021-05,0,5-10 Years,1
POL0016465,2021-05-04,LIC,191425900,Monthly,25,Whole Life,29,Northeast,Renewed,2021-05,0,21-25 Years,1
POL0021528,2021-05-04,LIC,135670000,Annual,15,Term Life,53,East,Renewed,2021-05,0,11-15 Years,1
POL0012745,2021-05-04,HDFC Life,225227800,Monthly,10,Endowment,42,North,Renewed,2021-05,0,5-10 Years,1
POL0007248,2021-05-04,HDFC Life,122937700,Quarterly,10,Money Back,36,North,Renewed,2021-05,0,5-10 Years,1
POL0018370,2021-05-04,ICICI Prudential,156541800,Monthly,25,Term Life,43,Central,Renewed,2021-05,0,21-25 Years,1
POL0007465,2021-05-04,LIC,158967700,Monthly,20,Endowment,26,Northeast,Renewed,2021-05,0,16-20 Years,1
POL0006372,2021-05-04,LIC,105513700,Quarterly,5,Endowment,38,West,Renewed,2021-05,0,5-10 Years,1
POL0009623,2021-05-04,LIC,150990400,Monthly,15,Term Life,52,South,Renewed,2021-05,0,11-15 Years,1
POL0001496,2021-05-04,LIC,154079400,Annual,20,Endowment,52,Central,Renewed,2021-05,0,16-20 Years,1
POL0020319,2021-05-04,LIC,183366700,Monthly,15,ULIP,36,West,Renewed,2021-05,0,11-15 Years,1
POL0008377,2021-05-04,ICICI Prudential,77384600,Monthly,15,Term Life,37,North,Renewed,2021-05,0,11-15 Years,1
POL0009133,2021-05-04,ICICI Prudential,154144600,Monthly,10,Money Back,46,North,Renewed,2021-05,0,5-10 Years,1
POL0023381,2021-05-05,Tata AIA,149043800,Monthly,20,Endowment,36,South,Lapsed,2021-05,0,16-20 Years,0
POL0011697,2021-05-05,LIC,280679400,Annual,15,Whole Life,44,North,Renewed,2021-05,0,11-15 Years,1
POL0000124,2021-05-05,LIC,160216800,Quarterly,10,Term Life,51,Central,Lapsed,2021-05,0,5-10 Years,0
POL0023243,2021-05-05,LIC,194288200,Annual,10,Money Back,64,South,Renewed,2021-05,0,5-10 Years,1
POL0011976,2021-05-05,LIC,78659000,Quarterly,15,Term Life,25,East,Renewed,2021-05,0,11-15 Years,1
POL0003425,2021-05-05,Aditya Birla Sun Life,192273200,Monthly,20,ULIP,49,South,Renewed,2021-05,0,16-20 Years,1
POL0007768,2021-05-05,LIC,202152400,Half-yearly,15,Whole Life,30,South,Renewed,2021-05,0,11-15 Years,1
POL0003562,2021-05-05,Aditya Birla Sun Life,189427900,Quarterly,25,Endowment,49,North,Renewed,2021-05,0,21-25 Years,1
POL0001028,2021-05-05,LIC,153802000,Monthly,20,Endowment,44,North,Lapsed,2021-05,0,16-20 Years,0
POL0006354,2021-05-05,LIC,177547500,Monthly,20,ULIP,43,South,Renewed,2021-05,0,16-20 Years,1
POL0004540,2021-05-05,ICICI Prudential,80706400,Half-yearly,15,ULIP,48,South,Lapsed,2021-05,0,11-15 Years,0
POL0006241,2021-05-05,Bajaj Allianz,136572700,Quarterly,15,Endowment,41,East,Renewed,2021-05,0,11-15 Years,1
POL0018071,2021-05-05,LIC,168492300,Annual,5,Whole Life,43,South,Renewed,2021-05,0,5-10 Years,1
POL0000059,2021-05-05,LIC,171419400,Quarterly,20,Money Back,41,South,Renewed,2021-05,0,16-20 Years,1
POL0013590,2021-05-05,LIC,79167600,Monthly,20,Term Life,20,North,Renewed,2021-05,0,16-20 Years,1
POL0007635,2021-05-05,LIC,218153900,Annual,15,Money Back,62,South,Renewed,2021-05,0,11-15 Years,1
POL0011437,2021-05-05,LIC,154323000,Monthly,15,ULIP,53,East,Renewed,2021-05,0,11-15 Years,1
POL0003179,2021-05-05,Aditya Birla Sun Life,140079700,Quarterly,25,Endowment,38,West,Renewed,2021-05,0,21-25 Years,1
